province;red;green;blue;x;x
7587;126;162;193;St. Anthony;x
7588;109;133;61;Dubois;x
7589;157;19;188;Weiser;x
7590;236;11;235;Council;x
7591;253;27;141;Cascade;x
7592;130;248;118;Nezperce;x
7593;147;84;187;Lewiston;x
7594;249;155;33;Orofino;x
7595;249;43;26;Moscow;x
7596;184;77;23;St. Maries;x
7597;214;137;78;Wallace;x
7598;33;138;25;Silkatmlschi;x
7599;128;67;75;Kullyspelm;x
7600;248;84;174;Klallam;x
7601;245;40;7;Chala'at;x
7602;159;228;18;Swwaxsed;x
7603;77;227;30;Willoopah;x
7604;7;185;124;Wahkiakum;x
7605;194;117;213;S'Puyalupubsh;x
7606;88;241;43;Wynoochoe;x
7607;81;54;182;Taidnapam;x
7608;232;244;67;Skitsotoho;x
7609;234;185;84;Lawetlat'la;x
7610;214;249;198;Ktsap;x
7611;245;133;170;Dzeligwed;x
7612;108;170;140;Tschakolechy;x
7613;171;208;248;Skagit;x
7614;18;150;236;Semes;x
7615;27;81;57;Xwlemi;x
7616;226;8;49;Kittitas;x
7617;181;6;148;Klikitat;x
7618;121;32;14;Wenatchi;x
7619;65;122;14;Tsi Laan;x
7620;76;7;55;Awenatchela;x
7621;23;59;167;Ukwnaqin;x
7622;159;205;176;Shyiks;x
7623;242;162;133;Shwoyepi;x
7624;249;3;247;Snpwilx;x
7625;86;214;69;Schwenetekoo;x
7626;190;96;139;Clqétk;x
7627;117;192;124;Kahmiltpay;x
7628;237;139;163;Waluulapam;x
7629;225;75;241;Tuse;x
7630;121;104;61;Wanapam;x
7631;149;17;226;Annasocum;x
7632;234;192;112;Kamiakin;x
7633;198;226;8;La'kelak;x
7634;23;188;77;Skilloot;x
7635;147;121;176;Nehalem;x
7636;93;209;116;Humaluh;x
7637;255;162;110;Yamel;x
7638;122;160;172;Clackamas;x
7639;192;158;218;Tsinuk;x
7640;214;224;222;Takspaslama;x
7641;153;255;98;Wayamlama;x
7642;184;196;108;Melilema;x
7643;107;211;227;Takenah;x
7644;148;120;145;Latiwe;x
7645;144;149;84;Atfalati;x
7646;151;139;217;Galasqo;x
7647;212;255;143;Waileptu;x
7648;43;204;125;Lakmiut;x
7649;105;225;59;Nestucca;x
7650;170;67;171;Siletz;x
7651;247;86;220;Umpqua;x
7652;181;105;243;Tututni;x
7653;169;153;237;Yanshu'chit;x
7654;148;30;169;Taaghiili;x
7655;154;36;25;Iwlalloona;x
7656;43;252;142;Yahuskin;x
7657;150;177;85;Lohim;x
7658;108;71;69;Tamástslikt;x
7659;29;241;63;Wayampam;x
7660;92;97;115;Willewah;x
7661;155;74;20;Waileptu;x
7662;12;130;20;Portpellah;x
7663;154;157;189;Tukspush;x
7664;136;43;71;Wáik'a;x
7665;162;142;80;Kasalektawi;x
7666;236;0;238;Hammawi;x
7667;27;214;145;Do'wilotlding;x
7668;207;27;72;Hoopa;x
7669;242;118;183;Sinkiuse;x
7670;190;208;232;Awaniwi;x
7671;15;243;193;Wailaki;x
7672;102;160;145;Liwaito;x
7673;141;156;58;Korusi;x
7674;84;162;30;Uba;x
7675;254;51;79;Yahi;x
7676;250;175;116;Henneet;x
7677;19;190;135;Tahoe;x
7678;30;202;189;Ustumah;x
7679;170;194;187;Konkow;x
7680;126;235;1;Homlaka;x
7681;201;30;230;Mokelumne;x
7682;226;4;82;Lakisamni;x
7683;217;129;1;Ahwahnechee;x
7684;95;245;50;Patwin;x
7685;204;247;117;Nomlaki;x
7686;197;118;11;Suisun;x
7687;122;162;230;Nisenan;x
7688;52;214;41;Typicihhuu;x
7689;200;230;104;Supemenenu;x
7690;198;46;25;Huchiun;x
7691;138;210;95;Karkin;x
7692;208;78;111;Awaswas;x
7693;94;183;115;Cucunuchi;x
7694;143;99;210;Talmalamne;x
7695;187;86;237;Waahhpy;x
7696;64;175;145;Wukchumni;x
7697;130;125;143;Inyo;x
7698;111;242;34;Kaweah;x
7699;244;107;60;Tullin;x
7700;147;229;166;Mutsun;x
7701;81;7;4;Payahuunadu;x
7702;255;135;202;Tilhini;x
7703;168;74;183;Mispu;x
7704;47;221;26;Mitskanaka;x
7705;13;157;124;Hotuuk;x
7706;54;201;214;Ipai;x
7707;159;181;104;Amat Kuhwely;x
7708;56;228;145;Wikwatha Ksik'ita;x
7709;107;124;51;Sauppag;x
7710;210;202;34;Nowal;x
7711;120;227;44;Tsézhin Deezáhí;x
7712;249;100;69;Ich I Nachiltíí;x
7713;112;74;141;Babawiko'a;x
7714;195;153;65;Tsama'onwikeyi;x
7715;71;230;179;Tsoodzil;x
7716;225;34;64;Tsankawi;x
7717;197;133;167;Tamaiya;x
7718;169;126;40;Kotyit;x
7719;112;62;69;Tompiro;x
7720;15;124;35;Hawikuh;x
7721;153;132;143;Bidanku;x
7722;60;57;11;Paquimé;x
7723;110;161;187;Chihende;x
7724;155;156;146;Taos;x
7725;151;255;87;Tinde;x
7726;246;35;130;Tsampiye'ip'in;x
7727;50;251;15;Káyántinu;x
7728;60;50;4;Cicuye;x
7729;120;60;28;Tabira;x
7730;15;229;195;Tukamukaru;x
7731;195;220;110;Cuelotze;x
7732;137;60;75;Quarai;x
7733;244;5;130;Shis Inday;x
7734;157;160;232;Pilabo;x
7735;239;71;52;Abo;x
7736;231;139;255;Boise City;x
7737;53;165;137;Guymon;x
7738;159;60;147;Beaver;x
7739;227;161;206;Laverne;x
7740;152;224;242;Arnett;x
7741;254;82;131;Woodward;x
7742;203;30;206;Nescatunga;x
7743;195;147;72;Maheonekamax;x
7744;190;143;165;Chikaskia;x
7745;226;105;247;Newkirk;x
7746;182;98;140;Perry;x
7747;130;160;116;Cheyenne;x
7748;166;73;223;Taloga;x
7749;251;123;222;Watonga;x
7750;140;161;12;El Reno;x
7751;92;248;171;Guthrie;x
7752;247;204;213;Sayre;x
7753;114;54;160;Hobart;x
7754;215;8;250;Nadákuh;x
7755;241;136;206;Chikashsha;x
7756;78;132;160;Norman;x
7757;231;232;65;Altus;x
7758;18;41;115;Frederick;x
7759;115;219;46;Lawton;x
7760;158;123;225;Woarihka;x
7761;242;150;223;Pauls Valley;x
7762;218;26;80;Ardmore;x
7763;105;124;39;Pawhuska;x
7764;237;78;79;Nuwatu;x
7765;157;152;209;Vinita;x
7766;110;1;150;Stillwater;x
7767;133;164;246;Sapulpa;x
7768;201;18;159;Pasuga;x
7769;190;108;48;Jay;x
7770;235;6;254;Wagoner;x
7771;248;56;195;Tahlequah;x
7772;140;180;244;Okemah;x
7773;218;99;143;Eufaulahatche;x
7774;41;60;30;Wewoka;x
7775;221;176;116;Sallisaw;x
7776;101;118;151;Holdenville;x
7777;249;201;29;McAlester;x
7778;220;125;251;Stigler;x
7779;196;207;97;Poteau;x
7780;229;66;27;Pushmataha;x
7781;192;78;250;Tishomingo;x
7782;93;223;162;Atsila;x
7783;237;180;84;Antlers;x
7784;163;207;153;Idabel;x
7785;115;154;160;Dalhart;x
7786;53;83;9;Stratford;x
7787;102;217;38;Yamparika;x
7788;197;7;137;Channing;x
7789;0;96;135;Dumas;x
7790;129;81;214;Canadian;x
7791;117;249;225;Vega;x
7792;159;79;81;Wheeler;x
7793;249;239;4;Hereford;x
7794;232;85;105;Canyon;x
7795;54;240;148;Wellington;x
7796;113;37;46;Farwell;x
7797;221;168;21;Silverton;x
7798;206;114;98;Childress;x
7799;149;59;78;Muleshoe;x
7800;91;222;54;Plainview;x
7801;30;152;50;Matador;x
7802;144;25;72;Morton;x
7803;144;79;240;Guthrie;x
7804;36;178;145;Brownfield;x
7805;182;115;184;Post;x
7806;45;214;226;Aspermont;x
7807;113;28;106;Seminole;x
7808;239;147;200;Snyder;x
7809;194;250;61;Andrews;x
7810;61;122;35;Stanton;x
7811;71;30;20;Sweetwater;x
7812;170;209;98;Sierra Blanca;x
7813;41;165;27;Van Horn;x
7814;154;31;67;P'aeyok'na;x
7815;130;250;148;Fort Davis;x
7816;63;237;236;Marfa;x
7817;242;203;195;Fort Stockton;x
7818;17;163;80;Sanderson;x
7819;18;212;60;Kermit;x
7820;43;204;205;Monahans;x
7821;190;165;24;Crane;x
7822;230;203;126;Garden City;x
7823;187;134;215;Big Lake;x
7824;222;3;15;Sterling City;x
7825;216;205;246;San Angelo;x
7826;135;220;14;Ozona;x
7827;159;52;167;Eldorado;x
7828;109;127;234;Rocksprings;x
7829;232;20;215;Brackettville;x
7830;32;170;100;Eagle Pass;x
7831;10;250;206;Noconis;x
7832;109;171;10;Wichita Falls;x
7833;243;102;145;Benjamin;x
7834;217;124;246;Haskell;x
7835;159;197;80;Seymour;x
7836;0;170;145;Graham;x
7837;34;241;141;Anson;x
7838;27;244;103;Abilene;x
7839;80;120;24;Albany;x
7840;70;200;51;Eastland;x
7841;93;241;16;Henrietta;x
7842;216;27;32;Sherman;x
7843;182;177;241;Jacksboro;x
7844;244;50;145;Denton;x
7845;110;112;184;Palo Pinto;x
7846;103;147;220;Stephenville;x
7847;12;239;10;Kitsai;x
7848;250;107;23;Cleburne;x
7849;145;200;226;Hillsboro;x
7850;235;76;40;Tawakoni;x
7851;87;223;240;Teague;x
7852;194;62;190;Centerville;x
7853;214;38;180;Crockett;x
7854;113;104;122;Palestine;x
7855;200;184;180;Rusk;x
7856;208;146;140;Athens;x
7857;189;80;202;Tyler;x
7858;102;208;70;Canton;x
7859;212;224;96;Bonham;x
7860;110;121;219;Greenville;x
7861;248;8;15;Quitman;x
7862;201;151;46;Nacogdoches;x
7863;6;177;11;Mount Pleasant;x
7864;116;127;67;Linden;x
7865;197;184;11;Gilmer;x
7866;132;221;170;Marshall;x
7867;30;128;135;Cana;x
7868;229;191;193;Sama;x
7869;13;150;180;Payaya;x
7870;15;199;70;Aguastay;x
7871;145;172;119;Cantonas;x
7872;172;135;225;Emets;x
7873;245;109;112;Cameron;x
7874;189;93;255;Bryan;x
7875;135;121;228;Bastrop;x
7876;175;165;128;Lockhart;x
7877;222;235;227;Paint Rock;x
7878;137;197;237;San Saba;x
7879;32;239;201;Junction;x
7880;46;172;181;Mason;x
7881;132;17;147;Fredericksburg;x
7882;208;27;24;Kerrville;x
7883;155;41;102;Boerne;x
7884;160;140;124;Leakey;x
7885;13;235;230;Hondo;x
7886;70;30;3;Pochalaque;x
7887;8;132;16;Yacdosa;x
7888;181;55;172;Sanipao;x
7889;129;221;148;Viayan;x
7890;127;148;241;Pamaque;x
7891;196;96;235;Pasnacan;x
7892;137;62;140;Zapata;x
7893;238;151;22;Hebbronville;x
7894;168;213;128;Mayapem;x
7895;34;237;106;Cotoname;x
7896;244;232;9;Malaguita;x
7897;60;164;132;Malaguita;x
7898;117;242;254;Aranama;x
7899;239;58;74;Orejone;x
7900;2;243;118;Arcahomo;x
7901;143;249;47;Tacame;x
7902;25;5;201;Auia;x
7903;123;73;64;La Grange;x
7904;105;126;243;Bellville;x
7905;101;142;123;Wharton;x
7906;167;238;105;Bay City;x
7907;41;207;220;Richmond;x
7908;152;96;100;Akokisa;x
7909;72;54;1;Anderson;x
7910;183;199;132;Huntsville;x
7911;162;224;200;Conroe;x
7912;229;64;28;Liberty;x
7913;71;255;247;Anahuac;x
7914;102;53;57;Livingston;x
7915;17;172;164;Woodville;x
7916;99;140;36;Newton;x
7917;202;239;113;Lufkin;x
7918;182;252;58;Hemphill;x
7919;99;191;221;Center;x
7920;121;189;71;Henderson;x
7921;250;16;51;Kaachxaanaáak'w;x
7922;212;98;193;Sháan Séet;x
7923;150;124;111;Gantiyaakw Séedi;x
7924;193;161;247;Sheet'ká;x
7925;24;169;42;Shgagéi;x
7926;159;32;101;Deishú;x
7927;110;50;45;Xunaa;x
7928;165;177;160;Tthee T'äwdlenn;x
7929;129;186;244;Tanan;x
7930;184;4;61;Kahtnu;x
7931;145;17;73;Dghelaay;x
7932;155;54;171;Deenaalee;x
7933;44;134;84;Nakniq;x
7934;105;208;24;Nuuriileng;x
7935;210;21;120;Curyung;x
7936;110;50;31;Mamterilleq;x
7937;128;61;81;Naparyaarmiut;x
7938;83;225;2;Siqnazuaq;x
7939;240;6;255;Qikiqtagruk;x
7940;6;202;111;Utqiagvik;x
7941;77;54;22;Achaningiiga;x
7942;128;198;188;Nunivaaq;x
7943;56;126;41;Sivuqaq;x
7944;37;118;47;Maui;x
7945;215;167;217;Kalawao;x
7946;176;204;122;Honolulu;x
7947;30;8;7;Kauai;x
7948;44;219;180;Karanya;x
7949;138;69;59;Jundah;x
7950;220;48;33;Yiningayi;x
7951;53;204;63;Wadjabangayi;x
7952;74;63;4;Quilpie;x
7953;248;228;229;Thargomindah;x
7954;31;121;90;Kunja;x
7955;72;221;65;Mandandanji;x
7956;185;156;45;Kajarabie;x
7957;186;144;199;Dalby;x
7958;109;210;181;Goondiwindi;x
7959;114;83;115;Biloela;x
7960;181;59;38;Darumbal;x
7961;181;111;72;Wuli Wuli;x
7962;183;240;160;Taribelang;x
7963;64;122;150;Batjala;x
7964;142;198;67;Fraser Island;x
7965;110;18;254;Taabinga;x
7966;232;122;104;Kabi Kabi;x
7967;209;231;212;Yugara;x
7968;95;84;10;Toowoomba;x
7969;164;250;127;Bigambul;x
7970;79;180;27;Yugambeh;x
7971;120;42;47;Yalarruga;x
7972;210;162;110;Guwa;x
7973;126;152;20;Iningai;x
7974;124;110;120;Nogoa;x
7975;175;136;180;Yuibera;x
7976;131;180;133;Ngaro;x
7977;56;0;46;Juru;x
7978;215;142;58;Yilba;x
7979;224;153;40;Agwamin;x
7980;119;98;111;Mamu;x
7981;191;41;160;Wabalumbaal;x
7982;143;201;237;Minwum;x
7983;114;230;58;Thaayorre;x
7984;253;124;73;Ganggalida;x
7985;203;67;138;Bugulmara;x
7986;40;134;60;Agwamin;x
7987;197;242;193;Yirandhali;x
7988;225;198;165;Mbara;x
7989;116;188;15;Ngawun;x
7990;120;29;232;Wanamara;x
7991;178;183;52;Kalkatungu;x
7992;9;182;15;Wirraayaraayu;x
7993;241;132;240;Gwydir;x
7994;40;123;46;Gamilaroi;x
7995;36;242;235;Ngarbal;x
7996;127;183;129;Boonoo Boonoo;x
7997;26;246;88;Kyogle;x
7998;70;233;221;Cavvanbah;x
7999;248;222;247;Gumbaynggirr;x
8000;11;141;91;Nganyaywana;x
8001;119;138;11;Anaiwan;x
8002;220;74;66;Djangadi;x
8003;221;165;14;Nambucca;x
8004;14;119;36;Worimi;x
8005;91;141;210;Boolumbahtee;x
8006;68;86;32;Wonnarua;x
8007;197;130;145;Guringay;x
8008;100;61;175;Awabakal;x
8009;84;208;103;Kuringgai;x
8010;201;100;196;Kwiambal;x
8011;70;215;43;Gandangara;x
8012;53;149;132;Katoomba;x
8013;152;136;95;Tharawal;x
8014;52;171;25;Wingecarribee;x
8015;61;220;154;Wollongong;x
8016;207;90;0;Dharug;x
8017;231;108;115;Gundungurra;x
8018;187;2;95;Turuwal;x
8019;195;188;37;Carawal;x
8020;173;218;72;Ngunnawal;x
8021;140;206;53;Queanbeyan;x
8022;226;69;109;Moruya;x
8023;148;45;193;Bika;x
8024;119;148;134;Coombah;x
8025;113;232;206;Tumbarumba;x
8026;185;198;123;Wirraay;x
8027;87;225;12;Yorta Yorta;x
8028;171;126;180;Warangesda;x
8029;205;244;39;Nharrang;x
8030;109;67;140;Temora;x
8031;132;43;112;Murrumbidgee;x
8032;237;112;163;Burrowmunditory;x
8033;242;101;39;Wailwan;x
8034;98;136;116;Wongaibon;x
8035;187;155;189;Cowra;x
8036;28;242;161;Darkinjung;x
8037;179;184;179;Billabong;x
8038;206;13;226;Currajong;x
8039;185;204;69;Burrendong;x
8040;211;201;78;Wangaaypuwan;x
8041;196;30;193;Thubbo;x
8042;195;25;168;Mudgee;x
8043;202;5;254;Nyingan;x
8044;29;236;61;Kooma;x
8045;23;136;81;Kunja;x
8046;168;215;246;Gunbaraaybaa;x
8047;128;72;84;Gunnedarr;x
8048;60;171;124;Narrabri;x
8049;95;76;185;Namoi;x
8050;250;230;196;Muruwari;x
8051;235;13;72;Wadi Wadi;x
8052;238;136;149;Dadi Dadi;x
8053;223;96;47;Barapa Barapa;x
8054;165;92;71;Nari-Nari;x
8055;127;189;246;Goolgowi;x
8056;12;92;102;Muthi Muthi;x
8057;177;153;252;Wiljali;x
8058;6;84;48;Wilcannia;x
8059;67;85;117;Ngiyambaa;x
8060;176;96;86;Ngemba;x
8061;178;180;53;Gunai;x
8062;150;177;6;Jaitmatang;x
8063;17;244;85;Waveroo;x
8064;123;89;211;Pallanganmiddang;x
8065;6;68;114;Gunaikurnai;x
8066;74;208;158;Pangerang;x
8067;164;172;45;Boregam;x
8068;154;5;20;Warragul;x
8069;184;29;191;Bunurong;x
8070;195;187;202;Murrindindi;x
8071;62;130;51;Berrern;x
8072;70;150;205;Dandenong;x
8073;203;203;119;Boon Wurrung;x
8074;214;47;121;Euroa;x
8075;60;209;207;Barkindji;x
8076;124;165;176;Waningotbun;x
8077;124;70;253;Toorourrong;x
8078;117;108;141;Taungurong;x
8079;72;149;179;Wirribiyaluk;x
8080;158;241;113;Daung Wurrung;x
8081;107;241;50;Geelong;x
8082;245;196;83;Wathaurong;x
8083;200;143;231;Djillong;x
8084;64;229;234;Corroboree;x
8085;168;121;33;Buninyong;x
8086;223;171;32;Wadawurrung;x
8087;156;106;211;Djadjawurrung;x
8088;171;95;112;Korong;x
8089;150;90;51;Jarra;x
8090;139;174;202;Echuca;x
8091;134;92;51;Wemba-Wemba;x
8092;1;189;9;Djargurd Wurrung;x
8093;221;40;221;Dhauwurd Wurrung;x
8094;194;171;209;Tjapwurrung;x
8095;43;119;59;Wotjobaluk;x
8096;221;189;194;Jardwadjali;x
8097;254;12;76;Bunud;x
8098;209;22;40;Ngargad;x
8099;232;4;20;Jupagik;x
8100;220;202;173;Jaadwa;x
8101;41;90;54;Wichipoorp;x
8102;222;144;39;Woiwurrung;x
8103;255;145;255;King Island;x
8104;186;36;47;Flinders Island;x
8105;239;229;106;Peerapper;x
8106;106;50;91;Tommeginne;x
8107;152;245;180;Tugrah;x
8108;152;30;101;Latrobe;x
8109;85;154;84;Kanamaluka;x
8110;81;164;43;Pyemmairre;x
8111;162;69;244;Toogee;x
8112;21;181;211;Westbury;x
8113;141;63;245;Lairmairrener;x
8114;162;251;136;Palawa Kani;x
8115;16;230;78;Palawa;x
8116;71;212;230;Tyerremotepanner;x
8117;15;249;96;Panninher;x
8118;89;38;205;Toarra Marra Monah;x
8119;245;30;246;Nuenonne;x
8120;150;122;254;Parlevar;x
8121;163;33;100;Tasman Island;x
8122;98;240;176;Bungandidj;x
8123;56;111;3;Mootatunga;x
8124;110;102;10;Naracoorte;x
8125;133;112;36;Meru;x
8126;70;126;9;Coorang;x
8127;69;27;140;Tatiara;x
8128;115;23;125;Pinnaroo;x
8129;119;53;33;Mungkuli;x
8130;95;217;95;Karoonda;x
8131;19;223;144;Millewa;x
8132;136;85;7;Jarildekald;x
8133;79;246;28;Lakinyeri;x
8134;82;11;237;Yoongalilla;x
8135;197;6;212;Kangaroo Island;x
8136;180;138;245;Yurrebilla;x
8137;212;6;172;Nganguruga;x
8138;232;48;206;Madlola;x
8139;113;145;41;Peramangk;x
8140;108;16;15;Burra;x
8141;172;140;205;Oodla Wirra;x
8142;98;66;68;Narungga;x
8143;25;205;94;Mundoora;x
8144;129;253;87;Yatina;x
8145;168;212;50;Adnyamathanha;x
8146;187;181;130;Kanyaka;x
8147;179;204;158;Whyalla;x
8148;161;90;251;Mullaquana;x
8149;252;155;45;Banggarla;x
8150;100;31;216;Wharminda;x
8151;205;109;2;Nawu;x
8152;201;151;153;Nauo;x
8153;118;240;220;Kimba;x
8154;115;206;25;Wudinna;x
8155;228;169;228;Nuyts;x
8156;121;78;176;Wirangu;x
8157;127;1;52;Yalata;x
8158;179;33;163;Maralinga Tjarutja;x
8159;166;204;135;Pitjantjatjara Yankunytjatjara;x
8160;250;216;176;Andamooka;x
8161;246;83;29;Nauiyu Nambiyu;x
8162;160;255;26;Kungarakan;x
8163;180;173;178;Tiwi Islands;x
8164;177;197;171;Jabiru;x
8165;195;19;15;Wulamba;x
8166;205;110;52;Jurnkkurakurr;x
8167;171;118;236;Anmatyerre;x
8168;106;61;4;Kalaako;x
8169;114;240;124;Kulgooluh;x
8170;213;153;205;Malpa;x
8171;211;224;201;Yarramoup;x
8172;177;161;178;Wudjari;x
8173;216;196;15;Kinjarling;x
8174;60;161;68;Noongar;x
8175;96;12;43;Koreng;x
8176;228;231;217;Gnowangerup;x
8177;189;174;171;Dumbleyung;x
8178;87;109;41;Nyabing;x
8179;240;204;82;Njakinjaki;x
8180;107;220;51;Kalamaia;x
8181;239;44;215;Maduwongo;x
8182;62;58;43;Narembeen;x
8183;231;129;196;Koara;x
8184;35;171;33;Gnylbencubbing;x
8185;42;28;79;Manjimup;x
8186;170;157;158;Nannup;x
8187;230;130;145;Wardandi;x
8188;209;78;107;Pindjarup;x
8189;194;194;4;Kaneang;x
8190;96;180;166;Booyup;x
8191;155;195;118;Djadja Wurrung;x
8192;86;30;85;Wilman;x
8193;192;205;91;Darkan;x
8194;81;190;255;Wagin;x
8195;53;103;3;Balardong;x
8196;91;129;70;Narrogin;x
8197;43;144;106;Wickepin;x
8198;143;104;161;Pinjarra;x
8199;235;228;153;Marradong;x
8200;216;44;94;Wandooin;x
8201;179;209;174;Mundijong;x
8202;95;68;76;Pingeculling;x
8203;101;159;130;Corrigin;x
8204;132;255;128;Djarlgarra;x
8205;92;234;140;Ballardong;x
8206;17;180;138;Quairading;x
8207;136;89;229;Noonegin;x
8208;195;210;186;Wanneroo;x
8209;51;115;187;Karlamarda;x
8210;158;239;0;Yenyenning;x
8211;40;160;175;Njungyar;x
8212;72;155;147;Kellerberrin;x
8213;222;61;136;Merredin;x
8214;130;14;52;Duidgee;x
8215;204;201;23;Goomalling;x
8216;147;20;76;Wyalkatchem;x
8217;210;20;148;Trayning;x
8218;54;96;124;Jinjin;x
8219;87;227;174;Calingiri;x
8220;174;163;215;Wongan;x
8221;18;222;250;Koorda;x
8222;212;29;7;Nambung;x
8223;56;125;42;Moora;x
8224;7;69;39;Dalwallinu;x
8225;124;94;247;Carnamah;x
8226;69;106;68;Dongara;x
8227;172;130;85;Kadathinni;x
8228;40;214;101;Morawa;x
8229;4;189;66;Perenjori;x
8230;127;201;170;Yamatji;x
8231;198;155;30;Yalgoo;x
8232;206;242;19;Nhanta;x
8233;117;99;109;Malkana;x
8234;218;74;186;Watjarri;x
8235;238;168;61;Gascoyne;x
8236;234;182;121;Thalanyji;x
8237;242;225;34;Tjalkanti;x
8238;105;141;54;Mandji;x
8239;118;182;23;Nana;x
8240;194;26;42;Kuwarra;x
8241;189;254;110;Tjupany;x
8242;200;71;189;Wawula;x
8243;15;142;26;Meekatharra;x
8244;225;168;95;Wiluna;x
8245;107;84;157;Ngaanyatjarraku;x
8246;132;123;93;Kukatja;x
8247;102;82;51;Palyku;x
8248;69;21;84;Karratha;x
8249;218;132;201;Marapikurrinya;x
8250;45;156;7;Yawuru;x
8251;170;159;20;Nyikina;x
8252;181;107;35;Kununurra;x
8253;174;118;241;San Rafael;x
8254;128;208;89;La Villa;x
8255;166;159;36;La Concepción;x
8256;188;92;85;Machiques;x
8257;234;35;74;Encontrados;x
8258;159;183;137;Pueblo Nuevo;x
8259;102;154;131;Tía Juana;x
8260;202;194;0;San Timoteo;x
8261;250;174;231;Santa Apolonia;x
8262;211;53;95;El Paradero;x
8263;15;141;111;Santa Isabel;x
8264;147;176;177;Carache;x
8265;52;175;147;Bocono;x
8266;167;55;227;Carora;x
8267;172;154;243;El Tocuyo;x
8268;33;252;114;Sanare;x
8269;215;143;183;Kabudari;x
8270;134;4;144;Siquisique;x
8271;106;134;52;Rubio;x
8272;183;224;41;Santa Ana;x
8273;122;234;29;La Fría;x
8274;137;2;20;Abejales;x
8275;211;39;73;Tovar;x
8276;136;166;162;Canagua;x
8277;114;226;59;Lagunillas;x
8278;231;209;86;Tucaní;x
8279;112;167;126;Arapuey;x
8280;117;115;132;Santo Domingo;x
8281;140;41;44;Guasdualito;x
8282;111;71;251;Bruzual;x
8283;194;185;165;Elorza;x
8284;62;91;155;Achaguas;x
8285;202;245;33;San Juan;x
8286;202;140;23;Santa Bárbara;x
8287;67;145;71;Ciudad Bolivia;x
8288;170;139;193;Barinitas;x
8289;80;159;110;Ciudad de Nutrias;x
8290;94;42;150;Arismendi;x
8291;145;68;38;Biscucuy;x
8292;24;104;27;Guanare;x
8293;234;215;108;Píritu;x
8294;44;81;52;Agua Blanca;x
8295;7;248;211;El Playón;x
8296;124;95;119;Guanarito;x
8297;221;98;15;Libertad;x
8298;137;157;206;Tinaquillo;x
8299;130;45;119;El Pao;x
8300;126;34;156;El Baúl;x
8301;209;75;158;Mauroa;x
8302;119;38;219;Capatárida;x
8303;188;111;68;Pedregal;x
8304;200;162;235;San Luis;x
8305;212;167;38;Churuguara;x
8306;236;36;112;Pueblo Nuevo;x
8307;210;140;207;Cabure;x
8308;134;105;120;Puerto Cumarebo;x
8309;210;188;205;Jacura;x
8310;198;132;108;Píritu;x
8311;255;214;245;Yaracal;x
8312;168;187;56;Tucacas;x
8313;91;215;157;Aroa;x
8314;174;172;60;Chivacoa;x
8315;3;128;118;Nirgua;x
8316;65;251;174;San Felipe;x
8317;48;124;47;Bejuma;x
8318;227;51;212;Naguanagua;x
8319;240;93;94;Valencia;x
8320;106;101;135;Güigüe;x
8321;21;155;113;San Sebastián;x
8322;79;212;25;Camatagua;x
8323;204;231;172;La Guaira;x
8324;102;244;21;Los Teques;x
8325;191;83;80;Santa Teresa;x
8326;54;168;63;Caucagua;x
8327;184;136;254;Cúpira;x
8328;88;195;18;Ortiz;x
8329;177;30;37;Calabozo;x
8330;142;148;179;Guayabal;x
8331;68;50;118;Valle;x
8332;112;112;201;Chaguaramas;x
8333;187;203;149;San José;x
8334;171;221;116;El Socorro;x
8335;196;190;226;Mapire;x
8336;132;165;105;Pariaguán;x
8337;121;208;68;Soledad;x
8338;93;245;55;Cantaura;x
8339;76;18;127;El Chaparro;x
8340;105;47;171;Onoto;x
8341;141;60;78;Clarines;x
8342;112;192;6;Uracoa;x
8343;12;61;8;Aguasay;x
8344;40;196;192;Caicara;x
8345;19;87;46;Quiriquire;x
8346;12;255;99;Cariaco;x
8347;231;84;114;Araya;x
8348;101;46;104;Carúpano;x
8349;173;9;81;Yaguaraparo;x
8350;53;82;33;Nueva Esparta;x
8351;31;192;176;San Juan;x
8352;2;156;59;San Fernando;x
8353;174;40;177;La Esmeralda;x
8354;28;19;5;Maroa;x
8355;245;22;103;San Carlos;x
8356;28;191;53;Maripa;x
8357;122;42;242;Upata;x
8358;175;64;76;Tumeremo;x
8359;210;128;15;Santa Elena;x
8360;255;250;196;Pedernales;x
8361;132;121;121;Curiapo;x
8362;124;61;90;Ain Témouchent;x
8363;125;177;56;Sidi Bel Abbès;x
8364;160;221;230;Mascara;x
8365;228;75;207;Saida;x
8366;37;91;74;Relizane;x
8367;109;173;79;Chlef;x
8368;98;71;6;Tipaza;x
8369;184;160;26;Ain Defla;x
8370;196;197;199;Tissemsilt;x
8371;244;153;87;Blida;x
8372;112;126;185;El Bayadh;x
8373;222;127;78;Boumerdès;x
8374;162;147;109;Tizi Ouzou;x
8375;232;122;212;Bouira;x
8376;240;81;118;Bordj Bou Arréridj;x
8377;218;222;101;Sétif;x
8378;172;48;255;Mila;x
8379;232;13;247;Oum El Bouaghi;x
8380;5;144;147;Batna;x
8381;3;146;232;Jijel;x
8382;55;211;44;Skikda;x
8383;34;25;132;Guelma;x
8384;192;103;24;El Taref;x
8385;146;123;11;Souk Ahras;x
8386;142;67;177;Djelfa;x
8387;43;206;237;Khenchela;x
8388;250;76;81;Tébessa;x
8389;149;200;156;El Oued;x
8390;105;31;103;Berriane;x
